customer_id,first_name,last_name,country,age,gender,income_level,Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus
4002,Sarah,Newman,Australia,32,Female,21330,34,33,90,20,79208,964,99,1000,5000,500,50000,1
3826,Tyrone,Friedman,Fiji,73,Female,127759,66,29,329,39,98067,993,100,1000,5000,500,50000,1
8890,Edward,Martin,Germany,75,Male,58008,11,22,206,49,87446,984,100,1000,5000,500,50000,1
2077,Luis,Travis,American Samoa,73,Male,75758,39,7,155,30,91243,997,100,1000,5000,500,50000,0
7622,Chad,Day,Slovakia (Slovak Republic),28,Male,47970,18,37,155,31,92453,998,100,1000,5000,500,50000,0
3519,Michael,Norton,Bouvet Island (Bouvetoya),36,Female,137116,43,23,126,36,100000,990,100,1000,5000,500,50000,1
7321,Amanda,Peterson,Hungary,25,Female,52871,77,36,177,36,94984,998,100,1000,5000,500,50000,1
1528,Frank,Wallace,Sri Lanka,77,Male,141247,79,25,191,47,90028,988,100,1000,5000,500,50000,1
8919,Sarah,Garner,Djibouti,48,Female,115011,21,33,256,44,92334,994,100,1000,5000,500,50000,1
3268,Kevin,Johnson,Czech Republic,19,Female,25217,54,31,329,37,97855,994,100,1000,5000,500,50000,1
3221,John,Lopez,Turks and Caicos Islands,37,Female,37536,74,31,249,46,90257,991,100,1000,5000,500,50000,1
7658,Andrew,Mcconnell,Tunisia,41,Female,142810,55,35,322,34,95521,997,100,1000,5000,500,50000,1
2256,Bonnie,Stein,Fiji,51,Female,45034,26,23,119,34,99922,990,100,1000,5000,500,50000,1
3464,Michael,Lewis,Italy,57,Female,119264,74,39,249,35,92380,1000,100,1000,5000,500,50000,1
4269,Bonnie,Jones,Montenegro,47,Male,52778,69,4,104,12,50648,780,95,988,4973,500,49977,1
4377,Pamela,Perkins,Western Sahara,76,Male,79995,71,9,249,40,93728,997,100,1000,5000,500,50000,1
5710,Stacy,Farmer,Guyana,68,Male,38555,33,36,112,22,82272,977,100,1000,5000,500,50000,1
5070,Melvin,Frank,Saint Kitts and Nevis,57,Female,95663,34,4,184,28,87177,995,100,1000,5000,500,50000,0
3161,Gabriel,Davis,Belarus,39,Male,38232,38,33,228,44,92107,994,100,1000,5000,500,50000,1
8889,Samantha,Lewis,Rwanda,52,Female,87523,10,40,336,23,79244,972,100,1000,5000,500,50000,1
1140,Zachary,Coleman,Ireland,50,Male,109312,38,30,170,42,95743,994,100,1000,5000,500,50000,1
3055,Julia,Greene,Belarus,59,Male,60455,58,40,184,30,88858,997,100,1000,5000,500,50000,1
2177,Taylor,Dalton,Armenia,23,Male,115116,41,14,271,45,91427,992,100,1000,5000,500,50000,1
5548,Kari,Schmidt,Cape Verde,21,Male,24630,20,12,300,40,95649,995,100,1000,5000,500,50000,0
2542,Guy,Conway,Dominica,51,Male,124389,14,29,358,33,98185,992,100,1000,5000,500,50000,1
6667,Eric,Cannon,Gambia,34,Female,74284,64,16,177,44,94135,993,100,1000,5000,500,50000,1
9909,Adam,Ramos,Korea,78,Male,40674,11,31,177,42,95173,994,100,1000,5000,500,50000,0
5064,Cheryl,Villarreal,Guinea,58,Female,133745,63,23,329,41,97735,991,100,1000,5000,500,50000,1
8524,Kerry,Williams,Saint Lucia,80,Female,104418,34,13,206,44,92344,993,100,1000,5000,500,50000,1
6609,David,Stevens,Korea,60,Male,20162,59,33,126,30,94889,995,100,1000,5000,500,50000,1
1161,Rodney,Richards,Ecuador,51,Male,83771,10,39,336,25,83583,984,100,1000,5000,500,50000,1
6516,Pam,Miller,Saint Helena,29,Male,124786,77,31,97,24,88886,988,100,1000,5000,500,50000,1
5360,John,Harris,Costa Rica,59,Female,52692,37,6,162,29,89903,997,100,1000,5000,500,50000,0
1945,Melanie,Frank,Mayotte,55,Female,99736,48,28,184,45,92596,992,100,1000,5000,500,50000,1
3055,Julia,Greene,Belarus,59,Male,60455,18,3,148,21,73411,949,99,1000,4999,500,50000,1
6609,David,Stevens,Korea,60,Male,20162,66,13,112,28,93602,993,100,1000,5000,500,50000,1
9038,Richard,Moore,Czech Republic,55,Male,106420,64,5,336,23,81146,978,100,1000,5000,500,50000,1
9319,Kimberly,Green,Slovenia,43,Male,122587,27,13,148,37,97777,994,100,1000,5000,500,50000,0
4208,Alan,Garcia,Spain,63,Female,117664,78,13,307,40,96133,995,100,1000,5000,500,50000,1
3418,Aaron,Lee,Gabon,41,Female,35213,12,32,278,43,93139,994,100,1000,5000,500,50000,1
4269,Bonnie,Jones,Montenegro,47,Male,52778,59,34,126,29,93187,995,100,1000,5000,500,50000,1
1905,Anna,Summers,Thailand,43,Male,129735,61,18,336,39,98830,991,100,1000,5000,500,50000,1
1520,Derrick,Clark,Canada,24,Male,112431,12,31,141,36,98072,994,100,1000,5000,500,50000,0
4050,Jessica,Boyd,Bulgaria,57,Female,53494,63,24,141,39,98911,991,100,1000,5000,500,50000,1
1528,Frank,Wallace,Sri Lanka,77,Male,141247,16,14,90,23,85722,982,100,1000,5000,500,50000,1
7528,Jody,Edwards,Western Sahara,36,Male,143130,23,25,336,40,98792,991,100,1000,5000,500,50000,1
5588,Tonya,Schmidt,Nigeria,22,Male,43656,71,23,235,50,85054,979,100,1000,5000,500,50000,1
4506,Andrea,Johnson,Seychelles,40,Male,57050,15,4,307,27,85064,990,100,1000,5000,500,50000,1
6315,Jessica,Sanders,Israel,27,Female,41437,8,27,213,48,87913,986,100,1000,5000,500,50000,1
1286,Jeffrey,Miller,Ecuador,75,Female,107912,68,39,191,32,91666,999,100,1000,5000,500,50000,1
1198,Melissa,Braun,Paraguay,59,Female,144664,72,2,264,27,82931,987,100,1000,5000,500,50000,1
5468,Laura,Morris,Niue,30,Male,134075,65,34,256,42,93050,996,100,1000,5000,500,50000,1
4038,Christina,Combs,Antigua and Barbuda,33,Female,148595,30,5,199,32,90964,999,100,1000,5000,500,50000,0
3600,Jennifer,Howard,Central African Republic,54,Female,49111,10,7,170,32,92891,998,100,1000,5000,500,50000,0
6751,Nicholas,Davila,Dominican Republic,51,Female,147744,75,33,112,27,90911,992,100,1000,5000,500,50000,1
4337,Jeremiah,Frazier,Algeria,57,Female,53577,6,38,213,36,93343,1000,100,1000,5000,500,50000,0
7027,Jill,Hicks,Argentina,36,Male,80942,53,9,358,25,87468,989,100,1000,5000,500,50000,1
2816,Nicole,Shaw,Botswana,65,Female,59360,7,6,155,28,88612,995,100,1000,5000,500,50000,0
3244,Omar,Luna,Azerbaijan,41,Female,95090,24,11,220,43,92919,995,100,1000,5000,500,50000,0
9096,Kathryn,Gentry,Sweden,73,Female,119217,48,4,329,23,79177,972,100,1000,5000,500,50000,1
1897,Jennifer,Cortez,Nauru,75,Male,111440,46,8,228,39,93874,998,100,1000,5000,500,50000,0
5899,William,Thomas,French Southern Territories,43,Female,94126,52,11,170,38,96298,996,100,1000,5000,500,50000,0
7438,Jennifer,Fischer,Guam,31,Male,47203,57,18,264,49,87591,985,100,1000,5000,500,50000,1
7601,Kenneth,Simmons,French Polynesia,18,Male,69793,55,19,97,28,95382,991,100,1000,5000,500,50000,1
7577,Brandy,Burton,Monaco,38,Male,93114,23,34,184,40,95308,996,100,1000,5000,500,50000,0
7439,Christopher,Walsh,Andorra,58,Female,145064,40,32,365,28,93213,993,100,1000,5000,500,50000,1
5518,Kelsey,Valenzuela,Maldives,64,Female,57880,30,27,133,37,99384,991,100,1000,5000,500,50000,1
2405,Richard,Williams,Azerbaijan,21,Female,80634,57,17,314,43,95953,993,100,1000,5000,500,50000,1
6253,Susan,Delgado,Mayotte,32,Male,73104,39,30,307,42,95598,994,100,1000,5000,500,50000,1
6830,Wayne,Kennedy,Cambodia,75,Female,32576,77,24,358,35,99910,990,100,1000,5000,500,50000,1
2138,Kayla,Banks,Trinidad and Tobago,74,Female,134981,19,11,162,37,96603,996,100,1000,5000,500,50000,0
5383,Steven,Oliver,United States Virgin Islands,18,Female,131886,62,24,126,36,99963,990,100,1000,5000,500,50000,1
4510,Louis,Reeves,Germany,41,Female,94347,25,4,228,32,89754,999,100,1000,5000,500,50000,0
9981,Mariah,Choi,Indonesia,33,Female,124982,58,7,314,31,92328,998,100,1000,5000,500,50000,0
5345,Donna,Hill,Palestinian Territory,46,Female,50705,49,20,90,26,92936,990,100,1000,5000,500,50000,1
4002,Sarah,Newman,Australia,32,Female,21330,37,5,343,22,78160,967,100,1000,5000,500,50000,1
2584,Antonio,Salazar,Solomon Islands,44,Female,140403,16,9,191,38,94947,998,100,1000,5000,500,50000,0
2839,Shirley,Thomas,Israel,22,Male,136694,7,14,256,46,90283,991,100,1000,5000,500,50000,1
7916,Melissa,Swanson,Seychelles,71,Male,54564,25,8,184,36,94612,998,100,1000,5000,500,50000,0
5059,Gregory,Hicks,Myanmar,45,Male,142941,32,12,155,37,97202,995,100,1000,5000,500,50000,0
6867,Vanessa,Miller,Nepal,51,Male,99502,7,40,242,33,90926,1000,100,1000,5000,500,50000,0
8998,Chad,Jones,Philippines,42,Male,61657,31,36,235,40,93660,998,100,1000,5000,500,50000,0
7439,Christopher,Walsh,Andorra,58,Female,145064,32,3,228,29,87104,996,100,1000,5000,500,50000,0
4002,Sarah,Newman,Australia,32,Female,21330,38,30,278,45,91669,992,100,1000,5000,500,50000,1
4528,Michael,Gilbert,Malawi,21,Male,26630,25,10,133,30,93673,996,100,1000,5000,500,50000,0
5671,Carol,Kelly,Cocos (Keeling) Islands,57,Female,67431,61,16,191,46,91860,991,100,1000,5000,500,50000,1
6055,John,Schmidt,Belarus,30,Female,29349,28,9,351,27,89969,993,100,1000,5000,500,50000,1
6504,Kelli,King,Benin,55,Male,74615,64,15,343,36,98725,992,100,1000,5000,500,50000,1
8383,Sarah,Jones,Cameroon,70,Male,67415,21,38,90,13,54883,816,96,992,4982,500,49988,1
1905,Anna,Summers,Thailand,43,Male,129735,40,18,191,47,90699,989,100,1000,5000,500,50000,1
8490,April,Martin,Luxembourg,25,Female,126272,21,30,293,44,93572,993,100,1000,5000,500,50000,1
3836,Christopher,Anderson,Rwanda,45,Male,28584,70,6,199,34,92668,1000,100,1000,5000,500,50000,0
9896,Renee,Smith,Heard Island and McDonald Islands,34,Female,128821,8,38,184,33,92979,999,100,1000,5000,500,50000,0
6134,Katelyn,Williamson,Denmark,32,Female,69538,79,22,343,38,99547,990,100,1000,5000,500,50000,1
1610,Denise,Harris,Burundi,60,Male,131130,23,3,90,6,23999,442,68,854,4714,495,49106,1
3198,Christian,Garcia,Slovenia,39,Female,127327,73,11,228,43,92668,995,100,1000,5000,500,50000,1
9611,Casey,Sampson,Nigeria,80,Female,52116,18,7,322,30,91407,997,100,1000,5000,500,50000,0
6297,Zachary,Hayes,Jordan,49,Female,121590,73,37,119,23,82145,978,100,1000,5000,500,50000,1
9860,Joshua,Cox,Germany,29,Female,33913,27,39,213,34,92270,1000,100,1000,5000,500,50000,0
4689,James,Huber,Solomon Islands,34,Female,78318,79,4,90,8,34009,586,82,939,4881,499,49728,1
8889,Samantha,Lewis,Rwanda,52,Female,87523,30,14,90,23,85722,982,100,1000,5000,500,50000,1
1691,Jamie,Wilkinson,Bermuda,77,Female,146125,32,14,170,41,95995,994,100,1000,5000,500,50000,0
7145,Ashley,Robinson,Azerbaijan,23,Male,113107,5,15,141,37,98614,992,100,1000,5000,500,50000,0
5438,Krystal,Martin,Czech Republic,32,Female,68162,37,25,170,45,94129,992,100,1000,5000,500,50000,1
7681,Brandon,Welch,Pitcairn Islands,77,Female,41032,16,9,351,27,89969,993,100,1000,5000,500,50000,0
6695,William,Allen,Comoros,25,Male,100015,6,33,285,42,94382,995,100,1000,5000,500,50000,0
8273,Michelle,Rivera,Macao,30,Female,73841,21,9,177,36,95336,998,100,1000,5000,500,50000,0
4358,Jessica,Johnston,Kenya,62,Female,110880,19,39,155,27,87295,993,100,1000,5000,500,50000,1
3055,Julia,Greene,Belarus,59,Male,60455,54,35,90,17,71525,931,99,999,4998,500,50000,1
9036,Sara,Hooper,Maldives,26,Male,121486,62,36,97,18,72882,939,99,1000,4999,500,50000,1
2387,Kathleen,Holmes,Bulgaria,28,Female,41544,47,12,177,40,95747,995,100,1000,5000,500,50000,0
8998,Chad,Jones,Philippines,42,Male,61657,50,29,358,33,98185,992,100,1000,5000,500,50000,1
3929,Matthew,Daniels,Norfolk Island,38,Female,52573,79,35,177,37,95533,997,100,1000,5000,500,50000,1
4042,Chad,Bernard,Cook Islands,18,Male,138250,53,16,235,48,87905,986,100,1000,5000,500,50000,1
4454,Casey,Rodriguez,Jamaica,39,Male,139911,62,37,278,37,94118,999,100,1000,5000,500,50000,1
5098,Dennis,Smith,Belgium,65,Female,140851,64,5,119,18,69551,926,99,999,4998,500,50000,1
7145,Matthew,Olson,Cote d'Ivoire,66,Male,111579,8,7,133,25,85973,988,100,1000,5000,500,50000,0
4446,Rachel,Simmons,Faroe Islands,70,Female,53478,60,38,155,29,90184,996,100,1000,5000,500,50000,1
7601,Kenneth,Simmons,French Polynesia,18,Male,69793,37,19,285,47,90074,988,100,1000,5000,500,50000,1
9909,Adam,Ramos,Korea,78,Male,40674,15,16,343,36,99056,992,100,1000,5000,500,50000,1
7667,Lisa,Lucas,Liberia,24,Male,45511,79,31,191,44,93381,994,100,1000,5000,500,50000,1
4152,Jennifer,Clark,Eritrea,52,Female,122405,10,37,155,31,92453,998,100,1000,5000,500,50000,0
8844,Willie,Schmidt,Brunei Darussalam,36,Female,35151,59,10,343,30,93873,996,100,1000,5000,500,50000,1
3464,Michael,Lewis,Italy,57,Female,119264,24,37,220,38,93802,999,100,1000,5000,500,50000,0
2394,Cassidy,Gomez,San Marino,32,Male,23823,46,11,213,43,93277,995,100,1000,5000,500,50000,0
1910,Kim,Jones,Malta,63,Female,145011,20,39,141,24,83214,983,100,1000,5000,500,50000,1
5978,Timothy,Griffin,Finland,32,Male,73990,14,3,314,23,78985,973,100,1000,5000,500,50000,1
1014,Charles,Hernandez,Colombia,29,Male,122772,30,18,184,46,91945,991,100,1000,5000,500,50000,1
6830,Wayne,Kennedy,Cambodia,75,Female,32576,30,22,365,33,99410,990,100,1000,5000,500,50000,1
7859,Dennis,Freeman,Lithuania,52,Male,22975,46,22,358,35,99947,990,100,1000,5000,500,50000,1
4537,Morgan,Clarke,Albania,31,Female,22318,79,36,285,38,94709,998,100,1000,5000,500,50000,1
6548,Robert,Wagner,Wallis and Futuna,52,Female,43777,64,32,155,38,97312,995,100,1000,5000,500,50000,1
4985,Ruth,Kemp,Ukraine,64,Male,117273,77,22,112,32,99280,990,100,1000,5000,500,50000,1
8659,Geoffrey,Hernandez,Cote d'Ivoire,66,Male,100682,68,3,191,27,84613,990,100,1000,5000,500,50000,1
6084,Daniel,Mendoza,Malta,78,Male,42701,76,8,343,27,89396,993,100,1000,5000,500,50000,1
2584,Antonio,Salazar,Solomon Islands,44,Female,140403,9,39,104,15,62245,877,98,997,4993,500,49997,1
3418,Aaron,Lee,Gabon,41,Female,35213,75,30,97,25,90730,990,100,1000,5000,500,50000,1
8303,Ashley,Mcgee,Denmark,45,Male,119298,34,20,141,39,98928,991,100,1000,5000,500,50000,1
3359,Gary,Marshall,Iceland,39,Female,36656,78,17,336,38,98809,992,100,1000,5000,500,50000,1
7067,Alexander,Thompson,Philippines,24,Female,122689,30,33,300,40,95648,996,100,1000,5000,500,50000,1
5724,Virginia,Ray,Bosnia and Herzegovina,71,Female,26477,59,24,307,45,93760,991,100,1000,5000,500,50000,1
2880,David,Myers,Tonga,22,Male,47751,61,11,177,39,95860,996,100,1000,5000,500,50000,0
6293,Lee,Oliver,Tuvalu,62,Female,56786,71,27,329,40,97971,992,100,1000,5000,500,50000,1
6497,Christopher,Olsen,Paraguay,51,Female,114452,20,29,228,48,88420,987,100,1000,5000,500,50000,1
6385,Lori,Stewart,China,41,Female,84412,57,35,365,24,86172,986,100,1000,5000,500,50000,1
5802,Johnny,Fisher,Turkmenistan,52,Female,69590,18,38,235,37,93278,999,100,1000,5000,500,50000,0
3000,James,Wilson,British Indian Ocean Territory (Chagos Archipelago),68,Male,97835,5,25,141,39,98917,991,100,1000,5000,500,50000,0
1715,James,Clayton,Germany,74,Female,144543,22,34,336,33,95690,996,100,1000,5000,500,50000,0
5845,Ian,Adams,Antigua and Barbuda,48,Male,104001,32,5,199,32,90964,999,100,1000,5000,500,50000,0
3244,Omar,Luna,Azerbaijan,41,Female,95090,58,18,365,32,98642,991,100,1000,5000,500,50000,1
1644,Dustin,Palmer,Portugal,65,Male,26652,71,31,264,45,91065,992,100,1000,5000,500,50000,1
4510,Louis,Reeves,Germany,41,Female,94347,42,6,336,25,85173,988,100,1000,5000,500,50000,1
7080,Lacey,Nichols,Portugal,49,Female,46011,17,9,264,40,94087,997,100,1000,5000,500,50000,0
5573,Jackson,Medina,Mozambique,46,Female,110148,64,17,162,42,96127,993,100,1000,5000,500,50000,1
7027,Jill,Hicks,Argentina,36,Male,80942,40,14,329,38,97994,993,100,1000,5000,500,50000,1
3161,Gabriel,Davis,Belarus,39,Male,38232,38,14,177,42,95073,994,100,1000,5000,500,50000,0
7656,Matthew,Ward,Dominican Republic,43,Female,135966,6,22,119,34,99902,990,100,1000,5000,500,50000,0
4600,Gloria,Adams,Tonga,49,Male,34084,73,28,358,33,98786,992,100,1000,5000,500,50000,1
9960,Kevin,Johnson,Guinea-Bissau,65,Male,104389,60,7,307,32,92971,999,100,1000,5000,500,50000,0
3670,Jaime,Nelson,Australia,47,Female,30710,65,1,220,25,78753,975,100,1000,5000,500,50000,1
9860,Joshua,Cox,Germany,29,Female,33913,23,36,264,39,94031,998,100,1000,5000,500,50000,0
6537,James,Rodriguez,Grenada,38,Female,87218,40,28,351,35,99202,991,100,1000,5000,500,50000,1
4762,Tammie,Brewer,Bangladesh,72,Male,103933,10,26,112,32,98713,991,100,1000,5000,500,50000,0
9662,Kathy,Harvey,Hungary,33,Male,117331,64,25,213,49,86889,983,100,1000,5000,500,50000,1
3682,Corey,Arias,Turks and Caicos Islands,74,Male,20021,33,9,365,23,84290,982,100,1000,5000,500,50000,1
9036,Sara,Hooper,Maldives,26,Male,121486,9,12,133,32,96543,995,100,1000,5000,500,50000,0
3600,Jennifer,Howard,Central African Republic,54,Female,49111,15,19,256,49,86402,982,100,1000,5000,500,50000,1
3761,Amanda,Allen,Switzerland,20,Male,124780,44,34,264,42,93369,996,100,1000,5000,500,50000,1
7667,Lisa,Lucas,Liberia,24,Male,45511,63,38,97,15,62120,875,98,997,4992,500,49997,1
2584,Antonio,Salazar,Solomon Islands,44,Female,140403,52,34,206,42,93838,996,100,1000,5000,500,50000,1
8202,Brenda,Cook,Romania,80,Male,53342,23,27,336,39,98795,991,100,1000,5000,500,50000,1
9360,Crystal,Whitaker,Costa Rica,40,Female,47063,70,11,235,43,92534,995,100,1000,5000,500,50000,1
1829,Randy,Hall,Yemen,55,Male,91839,62,15,141,37,98614,992,100,1000,5000,500,50000,1
4358,Jessica,Johnston,Kenya,62,Female,110880,11,3,228,29,87104,996,100,1000,5000,500,50000,0
4290,James,Collier,Liechtenstein,63,Male,108716,50,2,329,19,67564,918,99,999,4997,500,50000,1
7584,Jonathan,Mullins,Nauru,51,Male,142921,47,37,177,34,94038,999,100,1000,5000,500,50000,0
3149,Clifford,Johnson,Fiji,18,Female,142917,16,40,162,27,85469,990,100,1000,5000,500,50000,1
1528,Nicole,May,Guernsey,45,Female,114050,24,8,343,27,89396,993,100,1000,5000,500,50000,0
2401,Jason,Lawrence,Slovakia (Slovak Republic),63,Female,43734,10,23,112,33,99310,990,100,1000,5000,500,50000,0
9214,Elizabeth,Barry,Uruguay,62,Male,22283,75,8,351,26,87103,990,100,1000,5000,500,50000,1
1041,Austin,Simmons,Finland,79,Male,75946,32,37,199,37,94131,999,100,1000,5000,500,50000,0
6292,James,Yates,Cayman Islands,51,Female,44422,63,24,141,39,98911,991,100,1000,5000,500,50000,1
2111,Eric,Richard,Canada,47,Female,88660,16,3,141,19,70000,931,99,999,4998,500,50000,1
9228,Melissa,Dudley,Cuba,63,Female,101360,21,3,300,26,82471,984,100,1000,5000,500,50000,1
3334,Bryan,Garcia,Bulgaria,51,Male,49970,69,32,358,30,95105,994,100,1000,5000,500,50000,1
6039,David,Wise,Niue,55,Female,117210,53,2,199,26,81405,983,100,1000,5000,500,50000,1
4377,Pamela,Perkins,Western Sahara,76,Male,79995,23,11,271,42,93652,996,100,1000,5000,500,50000,0
4044,Katelyn,Sanders,Tuvalu,27,Female,79179,47,16,119,33,98360,992,100,1000,5000,500,50000,1
6942,Sharon,Baldwin,Mongolia,39,Female,144171,72,12,213,44,92565,994,100,1000,5000,500,50000,1
6548,Robert,Wagner,Wallis and Futuna,52,Female,43777,65,15,235,47,88826,988,100,1000,5000,500,50000,1
4068,Patrick,Smith,Mauritania,57,Male,144049,44,10,119,26,89815,992,100,1000,5000,500,50000,0
9390,Bill,Chambers,Slovakia (Slovak Republic),23,Male,79232,54,4,220,31,89608,999,100,1000,5000,500,50000,0
7667,Lisa,Lucas,Liberia,24,Male,45511,66,4,133,20,72292,942,99,1000,4999,500,50000,1
1041,Austin,Simmons,Finland,79,Male,75946,55,31,235,46,90111,991,100,1000,5000,500,50000,1
2077,Luis,Travis,American Samoa,73,Male,75758,48,19,199,48,89075,987,100,1000,5000,500,50000,1
3334,Bryan,Garcia,Bulgaria,51,Male,49970,19,10,90,18,73288,940,99,1000,4999,500,50000,1
6781,Steven,Johnson,India,21,Male,126974,19,35,228,41,93422,997,100,1000,5000,500,50000,0
9518,Rebecca,King,South Georgia and the South Sandwich Islands,53,Male,43067,39,29,271,47,90045,990,100,1000,5000,500,50000,1
5701,Tracy,Navarro,Philippines,41,Male,39011,48,35,365,24,86172,986,100,1000,5000,500,50000,1
8591,Kyle,York,Sierra Leone,52,Male,144557,65,19,322,42,96729,992,100,1000,5000,500,50000,1
4018,Jason,Cain,Cyprus,36,Male,68970,22,38,300,33,92682,999,100,1000,5000,500,50000,0
4413,Cindy,Mahoney,South Georgia and the South Sandwich Islands,22,Female,107186,9,24,235,50,85178,980,100,1000,5000,500,50000,1
5978,Timothy,Griffin,Finland,32,Male,73990,16,19,256,49,86402,982,100,1000,5000,500,50000,1
3348,Trevor,Mills,Somalia,75,Female,61726,9,24,235,50,85178,980,100,1000,5000,500,50000,1
5559,Chris,Schmitt,British Indian Ocean Territory (Chagos Archipelago),66,Female,65063,45,32,336,35,97529,994,100,1000,5000,500,50000,1
6417,Nancy,Smith,Korea,60,Male,141730,18,20,300,46,92441,991,100,1000,5000,500,50000,1
7968,Stephanie,Goodwin,Chad,65,Female,75378,10,6,133,24,82195,980,100,1000,5000,500,50000,1
6822,Mary,Arnold,Antigua and Barbuda,19,Female,40305,32,4,264,31,89418,998,100,1000,5000,500,50000,0
5261,Brandon,Johnson,Congo,18,Female,133428,69,10,293,39,95344,997,100,1000,5000,500,50000,1
3244,Omar,Luna,Azerbaijan,41,Female,95090,63,9,314,34,95251,997,100,1000,5000,500,50000,0
4506,Andrea,Johnson,Seychelles,40,Male,57050,72,14,199,45,92317,993,100,1000,5000,500,50000,1
5402,Robert,Meza,Saint Vincent and the Grenadines,46,Female,103037,15,29,104,28,94912,992,100,1000,5000,500,50000,0
8951,Lori,Crawford,Panama,71,Female,135289,53,15,264,47,89893,990,100,1000,5000,500,50000,1
3323,Andrew,Page,Albania,59,Female,61259,75,35,119,26,88711,991,100,1000,5000,500,50000,1
2436,Jeffrey,Olson,Ireland,50,Female,84312,58,32,285,43,93869,995,100,1000,5000,500,50000,1
7043,Matthew,Mills,Slovenia,51,Male,34227,28,23,242,50,85036,979,100,1000,5000,500,50000,1
6134,Ashley,Brown,Iran,61,Male,54236,39,34,235,43,92732,995,100,1000,5000,500,50000,1
2260,Linda,Donovan,French Southern Territories,35,Female,71787,76,34,307,38,96078,996,100,1000,5000,500,50000,1
8407,Ashley,Lucas,Chile,38,Female,94081,60,39,271,34,92173,1000,100,1000,5000,500,50000,1
6822,Mary,Arnold,Antigua and Barbuda,19,Female,40305,44,4,141,21,75829,959,99,1000,5000,500,50000,1
8936,Debra,Meza,Ukraine,34,Male,29387,35,6,242,36,92920,1000,100,1000,5000,500,50000,0
1627,Gabriela,Johnson,Turks and Caicos Islands,61,Female,77288,30,9,191,38,94947,998,100,1000,5000,500,50000,0
1207,Sydney,Davis,Mexico,49,Female,89759,39,9,228,40,93746,997,100,1000,5000,500,50000,0
4377,Pamela,Perkins,Western Sahara,76,Male,79995,35,16,126,34,98955,992,100,1000,5000,500,50000,0
1258,Warren,Wagner,Saint Pierre and Miquelon,23,Female,28263,33,10,104,22,83282,979,100,1000,5000,500,50000,1
5518,Kelsey,Valenzuela,Maldives,64,Female,57880,25,9,126,27,89636,993,100,1000,5000,500,50000,0
1480,Sheila,Leon,Saint Kitts and Nevis,51,Female,141408,25,19,343,38,99488,990,100,1000,5000,500,50000,1
5108,Christina,Green,El Salvador,53,Male,137382,40,27,119,33,99150,991,100,1000,5000,500,50000,1
9080,Julie,White,Congo,65,Male,119315,37,33,162,38,96715,995,100,1000,5000,500,50000,0
9705,Nathaniel,Cline,Korea,60,Female,101919,68,36,184,37,94907,998,100,1000,5000,500,50000,1
4762,Tammie,Brewer,Bangladesh,72,Male,103933,74,34,314,37,96326,996,100,1000,5000,500,50000,1
4044,Katelyn,Sanders,Tuvalu,27,Female,79179,62,40,112,15,61624,874,98,997,4992,500,49997,1
2436,Jeffrey,Olson,Ireland,50,Female,84312,50,22,365,33,99410,990,100,1000,5000,500,50000,1
8383,Sarah,Jones,Cameroon,70,Male,67415,68,13,365,28,93923,994,100,1000,5000,500,50000,1
5937,James,Ross,Nepal,63,Female,71972,47,22,220,50,85848,981,100,1000,5000,500,50000,1
4168,Dennis,Crane,Tunisia,71,Female,44047,15,16,170,43,95293,993,100,1000,5000,500,50000,0
1961,Kevin,Robinson,Somalia,19,Male,123775,69,19,242,50,85756,981,100,1000,5000,500,50000,1
7601,Kenneth,Simmons,French Polynesia,18,Male,69793,24,23,220,50,85790,981,100,1000,5000,500,50000,1
7438,Jennifer,Fischer,Guam,31,Male,47203,31,28,271,47,89285,988,100,1000,5000,500,50000,1
4110,Edwin,Herman,Afghanistan,26,Female,116781,70,32,155,38,97312,995,100,1000,5000,500,50000,1
4269,Bonnie,Jones,Montenegro,47,Male,52778,30,11,249,43,92640,995,100,1000,5000,500,50000,0
6385,Lori,Stewart,China,41,Female,84412,30,13,155,38,97459,994,100,1000,5000,500,50000,0
7423,Jonathan,Rodriguez,Myanmar,26,Female,26379,28,39,235,35,92392,1000,100,1000,5000,500,50000,0
6830,Wayne,Kennedy,Cambodia,75,Female,32576,10,38,322,29,90367,997,100,1000,5000,500,50000,0
7067,Alexander,Thompson,Philippines,24,Female,122689,49,34,104,23,85127,983,100,1000,5000,500,50000,1
9310,Angelica,Montoya,Namibia,70,Male,98403,31,30,220,47,89723,990,100,1000,5000,500,50000,1
1415,Beth,Singh,Sri Lanka,79,Female,28552,18,35,336,31,94270,997,100,1000,5000,500,50000,0
5490,Jonathan,Meyer,Burundi,80,Male,97381,35,15,162,41,96646,993,100,1000,5000,500,50000,0
3678,Kevin,Wilson,Dominica,58,Male,21215,60,17,162,42,96127,993,100,1000,5000,500,50000,1
2402,Erica,Sanders,United Kingdom,32,Female,84475,75,20,278,48,88558,986,100,1000,5000,500,50000,1
9722,Nicole,Evans,Liechtenstein,52,Male,56537,48,39,365,18,68792,920,99,999,4997,500,49999,1
6380,Jane,Ryan,Burkina Faso,74,Male,87795,75,17,213,48,88369,987,100,1000,5000,500,50000,1
