customer_id,customer_name,age,income_level,days_since_last_purchase,active_days,total_number_of_purchases,total_amount_spent,avg_amount_spent,days_since_first_purchase,purchase_frequency,last_purchase_amount,seasonal_purchase_behavior,refunds,location,bonus_amount_received
2050,Andrea Shepherd,56,Medium,365,51,100,50000.0,500.0,652,1.6269135424852863,905.9964159688969,0,4,Urban,27.0
2051,Madison Barnett,18,High,365,279,1924,64759.30647685907,25.987525987525988,755,1.8614303581161056,403.02310961692115,1,4,Rural,63.480000000000004
2052,David Banks,70,Low,365,290,2787,25831.47683363381,9.268560040772806,806,1.6941409000860286,4785.5273795419125,0,1,Rural,68.6557384168169
2053,Lisa Robinson,42,Low,344,189,1722,50000.0,29.036004645760745,533,0.9695137383113585,2460.948605910686,0,1,Urban,59.44
2054,Katrina Morrow,40,Low,82,326,2035,50000.0,24.57002457002457,408,1.1906952949895773,3153.578563166308,0,0,Suburban,65.7
2055,Beverly Brown,19,Low,118,265,1114,64759.30647685907,44.88330341113106,383,1.2390173145213006,4482.059252041208,1,4,Suburban,47.28
2056,Gabrielle Horton,22,Low,365,52,851,14410.275766179238,16.93334402606256,987,0.6339951321764796,1206.1370663929195,0,4,Rural,24.22513788308962
2057,Eddie Peterson,68,High,365,54,100,50000.0,500.0,731,1.1041903039579644,2980.5514107095696,0,3,Rural,27.0
2058,Michael Schneider,38,High,358,324,229,9131.83389249646,30.788627972424322,682,0.8998194497576127,2537.388025920858,1,0,Rural,8.105297902842585
2059,Mrs. Jennifer Gillespie,18,High,1,203,2173,50000.0,23.00966405890474,56,1.520995920338913,4995.705324602212,0,0,Rural,68.46000000000001
2060,Andrew Sullivan,40,Low,365,35,800,10314.176295075755,12.892720368844694,534,0.5120674508858487,4571.73574742456,0,5,Rural,21.157088147537877
2061,Chad Zavala,18,Medium,150,254,522,22875.584644880128,43.82295908980868,404,1.0699918637556562,986.2350149040914,0,3,Urban,21.877792322440065
2062,Diane Lindsey,31,Low,365,321,4247,32866.04835748916,7.7386504255919855,886,1.327943421082649,3430.131777562039,0,0,Urban,101.37302417874457
2063,Ashley Mueller,38,High,314,275,100,10258.12394442005,102.58123944420049,589,0.5811276823228084,2569.8488429715744,0,4,Urban,7.129061972210025
2064,Bryan Morales,47,Low,111,317,2590,36731.366381082946,14.181994741730866,428,1.5798610626440617,496.24504155885467,0,5,Suburban,70.16568319054147
2065,Henry Shah,42,Low,365,267,100,6946.364530129289,53.63217202311675,860,1.271714657355597,4820.342697425231,1,1,Rural,4.681608601155838
2066,Christopher Solis,18,High,365,342,2681,50000.0,18.649757553151808,851,0.8867477960567249,2500.31057178119,0,5,Urban,78.62
2067,Zachary Rivera,53,Low,365,229,3203,50000.0,15.610365282547612,752,0.6182886822086457,1746.371390158107,0,0,Urban,89.06
2068,Gregory Torres,46,Medium,106,134,3797,2052.6954089930678,0.4173993121513502,240,1.2598851560362379,4122.748230277363,1,5,Urban,76.73243259411933
2069,Tommy Palmer,18,Medium,1,362,2642,24217.039049394294,9.166176778726076,150,0.8055896975413135,1046.347001837756,0,0,Urban,64.94851952469715
2070,Gregory Navarro,57,Medium,1,205,858,31913.230494347532,37.194907336069384,180,0.573517201947334,4756.025150944359,0,3,Suburban,33.11661524717377
2071,Cynthia Wright,57,Low,365,58,2275,12793.678370810641,4.341920253792353,474,1.1781778545621455,2698.0006135222766,1,0,Suburban,50.4389342886888
2072,Miss Judith George MD,22,Low,365,60,100,40818.88730081161,315.15846541220867,440,1.8741995416247272,2534.259018149063,1,2,Suburban,17.757923270610434
2073,Luis Rodriguez,29,Medium,365,88,811,50000.0,61.652281134401974,851,0.9220466805790712,81.45970607751092,0,3,Urban,41.22
2074,Kendra Roberts,58,Medium,365,67,986,13385.947762162044,13.57601192917043,744,1.6067412870915647,2877.290050197864,0,0,Urban,26.412973881081022
2075,Stephanie Baker,45,Low,90,170,861,50000.0,58.07200929152149,260,1.5420759522720944,850.7111547668205,0,4,Rural,42.22
2076,Teresa Vazquez,18,Low,125,331,936,120763.45495278586,12.902078520596781,456,1.5668684698393074,606.1235407994822,0,3,Rural,24.758172747639293
2077,Anthony Howell,59,Medium,365,100,3022,43048.33304041624,14.244981151692999,968,1.2056946173808853,2764.1398151487497,0,0,Rural,81.96416652020812
2078,Christian Hughes,54,Medium,365,200,100,52671.94367376879,406.67470468194756,990,1.9257805105522317,677.4001386683426,1,5,Rural,22.33373523409738
2079,Sydney Collins,32,Low,365,110,1317,28672.012051057693,16.80893550217204,739,0.7735099267103358,3346.3312779024463,1,1,Suburban,37.40868402818029
2080,Stephanie Walker,30,Medium,365,254,942,20658.995094364385,21.93099266917663,890,0.7871585147903215,1466.5954699355373,0,2,Urban,29.169497547182193
2081,Derek Rodriguez,33,Low,317,250,1123,5866.442296383108,4.033321692437385,567,1.7099321364731235,80.4957078591193,1,3,Urban,24.724710130303592
2082,Jonathan Hunter,44,Low,365,256,988,2948.1649342844307,2.983972605551043,991,1.894836469987749,3402.7266271909493,0,4,Urban,21.234082467142215
2083,James Pena,29,Low,365,296,1429,500.0,0.34989503149055284,938,1.3763073726314692,4244.823710197135,0,1,Suburban,28.830000000000002
2084,Stephanie Lopez,32,Low,1,183,797,50000.0,62.73525721455458,178,1.2762304125967008,2454.367392520873,0,5,Rural,40.94
2085,Marisa Lamb,70,Low,365,126,3096,943.1325430994372,0.23520123281043676,517,1.2440412980838655,3692.7330186746035,1,1,Rural,62.28409150839056
2086,Heather Suarez,40,Medium,114,253,100,7194.830345831128,71.94830345831129,367,1.3876314909650667,107.72538754792762,0,2,Urban,5.597415172915564
2087,Scott Hall,45,Low,365,190,391,1918.8335960960503,4.907502803314706,863,1.5229089832220852,53.441699873078505,0,3,Suburban,8.779416798048025
2088,Susan Thomas,18,High,365,143,658,1109.6949513774287,1.3021035764625557,713,1.442478182265576,2847.078035991103,1,4,Rural,13.58839207665618
2089,Adam Love MD,40,Low,365,312,1849,10268.930384789286,5.553775221627521,932,0.6814021576467986,1801.713646383949,0,2,Suburban,42.11446519239465
2090,Michael Fletcher,27,High,365,30,1994,6583.279393169607,3.301544329573524,823,0.6019938799589317,3182.941449047103,0,5,Suburban,43.171639696584805
2091,Colleen Rodriguez,33,Medium,365,316,934,7822.084227079428,6.46611504087497,744,1.4789683068529649,1219.6139926049352,1,2,Rural,21.69967572408861
2092,Peter King,53,Medium,365,120,100,21715.220265524975,167.66100076507644,645,1.972483091884231,1204.392686167543,1,5,Urban,10.383050038253822
2093,Chelsea Adams,45,Low,365,332,1156,42354.110023474685,28.2882148325714,767,1.5997435124679953,4358.194472514704,1,1,Rural,39.470588173226275
2094,Lynn Garcia,30,High,130,30,100,35068.70090954423,270.7618627916869,160,0.6545365873073392,4255.964668491572,1,5,Suburban,15.538093139584346
2095,Angela Johnson,49,High,202,114,924,28739.31249858927,24.01442645611455,316,0.9000947001253924,293.2409076547812,1,3,Urban,29.574665022724922
2096,Karen Conway,48,Low,1,313,1006,4566.504892510156,4.539269276849062,269,1.9534422579219772,1191.5123920646367,0,2,Rural,22.40325244625508
2097,David Cabrera,70,Low,333,283,100,10442.665329626785,80.62675388099116,616,0.5874214418199056,343.57647479172033,1,2,Suburban,6.031337694049558
2098,Lisa Howard,18,Low,1,333,2034,64759.30647685907,24.582104228121928,8,1.0391692506886097,2826.3906675362355,1,5,Suburban,65.68
2099,Cheryl Jones,55,Low,1,151,100,31916.203560296097,319.16203560296094,20,1.8315914723675348,2968.9860714133897,0,2,Rural,17.95810178014805
2100,Catherine Eaton,51,Low,1,302,100,64759.30647685907,500.0,281,1.4546065983323484,3008.526214720184,1,0,Urban,27.0
2101,Stephanie Burns,43,Medium,293,286,1978,64759.30647685907,25.278058645096056,579,0.7284456068579621,2956.393078593092,1,1,Urban,64.56
2102,Madison Moore,70,Low,365,46,2000,4072.6032264681394,2.0363016132340697,693,1.4582393797190556,217.88293631392145,0,1,Urban,42.03630161323407
2103,Carlos Perez,27,High,365,75,195,64759.30647685907,256.4102564102564,637,0.9309884697090833,4813.079842197963,1,3,Suburban,28.9
2104,Christopher Evans,18,Low,365,50,100,37227.50501625943,372.27505016259425,885,1.0348840661344536,3024.8971675264725,0,3,Urban,20.613752508129714
2105,Tyler Williams,35,High,116,265,100,10437.814832290394,104.37814832290394,381,0.6709170614665237,2328.408044737752,0,2,Urban,7.218907416145197
2106,Joan Jimenez,18,Low,365,337,3946,17338.54062827869,4.393953529720904,941,0.7597289322339151,4727.783891815475,0,5,Suburban,87.58927031413934
2107,Karina Gutierrez,50,High,1,326,694,64759.30647685907,72.04610951008645,306,1.4133229617439744,3546.78003063479,1,0,Urban,38.88
2108,Erica Glover,47,Medium,365,253,2098,13565.89292497217,6.466107209233637,702,1.33088131650316,2294.1131520339627,0,4,Rural,48.74294646248609
2109,Mr. Joshua Fernandez,27,Medium,1,264,1605,17343.43844127915,8.34311023129425,11,0.6243255643967887,4892.244471535887,1,1,Suburban,38.79534596061364
2110,Andrew Miller,59,Low,350,334,489,14172.443142446256,28.982501313796025,684,0.8446669255837572,2982.0433541194375,0,2,Urban,16.86622157122313
2111,Dr. Casey French,58,High,1,95,1711,9902.484998132168,5.787542371789694,73,0.7474432334107501,4191.928867527255,0,0,Suburban,39.17124249906608
2112,Sandra Harris,54,High,18,283,2802,9219.190183466819,3.290217767118779,301,0.9384011961933744,2868.5790241450663,0,2,Suburban,60.64959509173341
2113,Michelle Herrera,52,High,226,206,2390,7769.947608262035,2.5100825508662923,432,1.7360824357206468,235.18116859896483,1,4,Rural,50.799548648285224
2114,James Meyer,37,Medium,1,117,2906,3557.197265791603,1.2240871527156238,18,1.8739006959582958,3312.4224027664077,0,4,Urban,59.898598632895805
2115,Angela Parker,30,Medium,365,47,791,1472.7705115678743,1.861909622715391,850,1.917000415167775,2680.9360818185255,0,2,Suburban,16.556385255783937
2116,Karen Jones,39,Medium,20,146,2953,64759.30647685907,16.931933626820182,166,1.7803751480269663,2968.113313839686,1,5,Suburban,84.06
2117,Randall Wilson,23,Low,365,163,1525,20248.235783303222,10.251446767675779,661,0.8297688955736191,3964.8743789047194,1,0,Suburban,38.31672816035278
2118,Susan Anderson,39,Medium,38,231,2921,1948.8376156588126,0.5151241510893899,269,1.7180713165463053,2329.3331640612782,1,4,Suburban,59.172338822666056
2119,Samuel Schwartz,32,High,365,247,100,50000.0,500.0,653,0.7160211629081374,4037.461988327482,0,2,Rural,27.0
2120,Courtney Love,39,Medium,344,234,524,64759.30647685907,95.41984732824427,578,0.5376972772707689,1891.419582653388,1,3,Urban,35.480000000000004
2121,Tony Davis,49,High,78,268,2810,50000.0,17.793594306049823,346,0.6152639816974208,4072.3727918553705,0,4,Suburban,81.2
2122,Angela Wilson,57,Low,365,165,1873,4432.416441522383,2.366479680471107,611,1.371056235832679,1554.6426922534508,0,4,Urban,39.67620822076119
2123,Sandra Esparza,44,Medium,253,134,944,8313.470932119935,6.799519185489326,387,1.1993934604221828,4895.319667162068,1,4,Rural,22.08937305555096
2124,Megan Ortega,33,Medium,142,188,1382,1397.6103048786802,1.0112954449194502,330,1.797204511734853,1479.9714982089158,0,1,Urban,28.338805152439342
2125,Johnny Raymond,34,High,365,279,100,48079.07354483751,371.2136228791917,751,0.9497701743493795,4473.0769103594375,1,1,Urban,20.560681143959584
2126,Beth Rose,43,Low,1,346,1426,3411.1783010457416,1.846939672485087,22,1.7946063512612584,2212.4667765928007,1,4,Rural,29.836867986481867
2127,Lisa Day,31,Medium,345,212,1757,48827.295411594954,21.45649217959189,557,0.8795353912524072,1221.777583672873,1,2,Rural,53.98952837977148
2128,Joseph Anderson,53,Low,365,306,100,30635.502692063143,306.3550269206314,816,1.0459025107057298,3778.416874194132,0,4,Urban,17.31775134603157
2129,David Stevens,33,High,350,99,100,61421.9364393596,474.2325063449217,449,1.0334769269746122,2404.2866105239755,1,1,Suburban,25.711625317246085
2130,Peter Chavez,34,Low,230,322,100,64759.30647685907,500.0,552,1.802688496351713,383.57011064609037,1,5,Urban,27.0
2131,Sara Taylor,48,Medium,365,91,2360,64759.30647685907,21.1864406779661,960,0.7635056288964346,2562.367121946317,1,1,Rural,72.2
2132,Jordan Shepherd DDS,23,Medium,365,260,2660,40875.33455429427,11.864446951084648,675,1.4263077076653397,3263.6417856784965,1,0,Rural,68.97971444494259
2133,Lindsey Murray,31,High,365,191,2221,14303.37122814381,6.440059085161553,875,1.466537537115313,3632.237474971838,0,2,Urban,51.57168561407191
2134,Mark Roberts,38,Low,314,167,2834,10424.279358178928,3.6782919400772505,481,1.703595525571462,2641.2697708819587,0,2,Suburban,61.89213967908947
2135,Rachel Brown,47,Medium,207,251,360,2663.1840687066106,7.397733524185029,458,0.9352509313504854,1359.2659619668289,0,1,Urban,8.531592034353306
2136,Adrienne Clarke,49,High,297,162,1223,64759.30647685907,40.88307440719542,459,1.4206965375635952,1167.262725115944,1,0,Rural,49.46
2137,Aaron Lang,59,High,1,211,972,64759.30647685907,51.440329218106996,21,0.8124737367648904,4170.729217772336,1,0,Rural,44.44
2138,Thomas Gonzalez,23,Medium,365,173,1563,50000.0,31.98976327575176,747,0.6279936857058486,3720.98202310667,0,4,Urban,56.260000000000005
2139,Mary Bell,33,Medium,133,185,1974,10026.604000614752,5.079333333644758,318,1.2216343532029232,4461.905989192304,0,4,Urban,44.49330200030738
2140,Gregory May,52,Low,141,214,2670,38061.82596489205,14.255365529922116,355,1.750558250106752,2667.5407075532844,0,4,Suburban,72.43091298244602
2141,Lisa Hernandez,47,Medium,259,342,100,44662.58630581323,446.6258630581323,601,1.8272015374197732,2164.301756273155,0,0,Suburban,24.331293152906614
2142,Jacqueline Curry,39,Low,365,62,1717,23913.32411471848,13.927387370249553,868,1.2854339823307313,2417.546416682663,0,4,Urban,46.29666205735924
2143,Christopher Chapman,18,Medium,1,180,1845,24666.341308809253,10.32229297194434,140,1.260087831852773,4182.198969379718,1,0,Urban,46.422315266618654
2144,Caroline Frazier,60,Low,365,284,2458,50000.0,20.34174125305126,907,0.654814965546346,515.953063462312,0,5,Rural,74.16
2145,Robert Hall,54,Low,1,294,100,59661.530684969584,460.6405930728187,290,0.6795726811948237,2956.050809569548,1,0,Rural,25.03202965364094
2146,Kurt Johnson,24,Medium,1,278,1877,23882.747620120084,9.823988193225833,268,1.5114269345974798,4616.08961876731,1,4,Suburban,46.759812919342444
2147,Frank Ellis,29,Medium,365,80,100,28469.159282160144,219.8074750254872,594,0.7583111392223902,2348.555005279008,1,5,Suburban,12.990373751274362
2148,Erica Vasquez,37,Low,154,40,100,20935.36706102353,161.63983371644446,194,1.0445862623213935,4261.788692377024,1,5,Urban,10.081991685822224
2149,Gina Wilcox,26,Medium,365,304,2039,23476.73157201807,11.513845793044664,869,1.5916405470157664,2001.4033450849502,0,4,Suburban,52.518365786009035
2150,Vanessa Ortiz,37,High,263,224,565,64759.30647685907,88.49557522123894,487,0.6233927932523573,2952.8397937503646,1,4,Urban,36.3
2151,Crystal Mills DDS,44,Medium,1,364,100,50000.0,500.0,60,0.9787828120662465,3796.0584044149955,0,4,Suburban,27.0
2152,Jennifer King,30,Medium,365,77,100,50000.0,500.0,751,0.6477091668418875,477.4661952666515,0,4,Rural,27.0
2153,Jessica Mullen,29,Low,1,360,1986,34830.37792479527,13.54087589802941,320,1.3382894601394222,1324.310659944032,1,1,Urban,53.166089766743205
2154,Glenn Velasquez,44,High,365,251,1546,1282.9562757371114,0.8298552883163721,939,1.171873685368106,3683.249314748516,0,1,Suburban,31.56147813786856
2155,Courtney Palmer,33,High,304,213,100,3697.0372025976235,28.54444715153577,517,1.6924024981092798,3919.9311774395665,1,3,Urban,3.427222357576788
2156,Jonathan Taylor,21,High,365,96,2163,5970.089612302523,2.7600969081380136,568,1.1087077679055426,937.130315900957,0,1,Suburban,46.245044806151256
2157,Donald Anderson,34,Low,1,252,774,25524.406721538908,32.97726966607094,97,0.9075786641554946,3593.6267920760088,0,2,Suburban,28.242203360769455
2158,Justin Hill,35,Low,365,132,609,25033.12956828869,41.10530306779752,794,1.2610172500148524,4597.336449484245,0,4,Urban,24.696564784144343
2159,Shannon Payne,43,Low,174,151,3888,535.8825817673669,0.13782988214181247,325,1.6286311010151622,2165.0242929458113,0,4,Urban,78.02794129088369
2160,Corey Jimenez,42,Medium,24,293,943,54890.96249089098,44.94247323795068,317,0.7754437879669489,1015.9420573262536,1,1,Urban,40.050376131693746
2161,Sarah Hughes,36,Low,1,160,598,18311.768962654234,30.621687228518788,157,1.66646838041398,176.6236228335335,0,1,Suburban,21.115884481327118
2162,Benjamin Edwards,19,Low,365,178,2389,9407.310549079617,3.9377607991124393,612,1.721891191151284,1369.6819106267712,0,3,Rural,52.483655274539814
2163,Jo Lynch,44,Low,1,339,100,55373.44680568801,427.53273481607636,43,1.2158024211981473,4882.97541041512,1,4,Rural,23.376636740803818
2164,Zachary Thompson,41,Low,83,122,481,50000.0,103.95010395010395,205,1.2565354661276036,1235.0894350246033,0,5,Suburban,34.620000000000005
2165,Scott Miller,38,Medium,365,201,1995,6904.345154520859,2.6720674040064467,984,0.8253226627519026,1303.7453560798363,1,4,Suburban,42.56538723549643
2166,Thomas Young,50,Low,365,340,100,16240.386330204268,162.40386330204268,881,1.9000105927074282,3615.8571195720074,0,1,Rural,10.120193165102135
2167,Lance Walker,34,Medium,1,169,593,2604.5620754995916,3.391156513539445,17,1.8921609216786028,574.0536855983217,1,3,Urban,12.865477906264445
2168,Alexander Mann,29,Low,1,246,1382,4925.347381805898,2.751671835039592,169,0.7910746115441718,3751.192251264409,1,4,Suburban,29.54140523801236
2169,Diana Garcia,69,Medium,1,319,1505,64759.30647685907,33.222591362126245,263,0.8160716825179802,1167.4942743633374,1,0,Suburban,55.1
2170,Stephen Mcdaniel,51,Medium,365,41,1785,13861.631188675985,5.995755773202202,671,0.980328560955595,1905.0551568382093,1,3,Urban,41.05121202758297
2171,Raymond Harper,38,Medium,1,355,100,23794.492831036772,237.94492831036771,35,0.5459171254924833,3480.8187965078378,0,3,Urban,13.897246415518387
2172,Douglas Wilson,25,Low,365,319,100,507.71714264864835,5.077171426486483,992,0.8770240315574509,2491.8861311536884,0,2,Suburban,2.253858571324324
2173,Michael Mann,21,Medium,365,210,3034,46953.851550951906,15.475890425495026,591,0.5921735377984985,4037.7238924570215,0,2,Suburban,84.15692577547595
2174,Andrew Garrison,26,Medium,1,344,100,2686.304200028435,20.740680731257925,233,0.5393554212893497,1010.7773946441655,1,1,Urban,3.037034036562896
2175,Travis Gibson,31,Low,151,116,928,50000.0,53.87931034482759,267,1.8808287243251367,506.8395188849888,0,0,Urban,43.56
2176,William Boyer,43,Medium,1,227,768,7062.381915732965,7.0999909406045285,31,1.3685531970051927,1102.3190908173601,1,1,Rural,18.08639652119214
2177,Timothy Dillon,50,Low,71,338,1712,64759.30647685907,29.205607476635514,409,1.688382642685082,1530.9041925628142,1,3,Suburban,59.24
2178,David Garcia,64,Low,88,256,1362,3413.6455655364007,1.9351254939144003,344,0.5312082146190018,2105.8503048288494,1,3,Rural,28.557820461355707
2179,Robin Floyd,18,Low,1,172,100,29839.353443839602,298.39353443839605,56,1.4836692831394203,1555.3146027514258,0,3,Urban,16.919676721919803
2180,Amber Hall,54,Low,1,204,3847,11650.551679504497,3.0284771716933965,81,0.7564398415873939,4415.0723514886295,0,5,Suburban,82.76527583975225
2181,Stephanie Huff,47,Low,365,291,1494,9022.27035059908,4.662652551881126,780,1.1544297273313586,2475.9023998326134,1,2,Rural,33.3630014562552
2182,Mrs. Stacy Hickman,42,Medium,365,35,1856,13516.589825770989,7.282645380264541,608,1.9872817124885738,225.13125637240364,0,3,Rural,43.878294912885494
2183,Darryl Allison,40,Low,365,259,995,50000.0,50.25125628140704,680,0.7382449520132918,1900.5632959972424,0,5,Suburban,44.900000000000006
2184,Diana Sanchez,46,Low,153,314,316,64759.30647685907,158.22784810126583,467,0.691785605600832,966.5777734638738,1,4,Rural,31.32
2185,Katherine Long,58,Medium,347,350,3287,4279.527268038038,1.0052264537294393,697,1.2949617456744,4962.180812570937,1,0,Suburban,67.39208967670433
2186,Michelle Liu,19,Medium,365,349,391,1064.4688500148984,2.722426726380814,744,1.6569962409866312,4538.71544647873,0,1,Rural,8.352234425007449
2187,Deborah Scott,56,Medium,19,205,100,2130.4568308396847,21.304568308396846,224,1.0590238652259152,2293.624868955607,0,2,Urban,3.0652284154198424
2188,Kathleen Lyons,44,Low,202,350,100,22282.180377062105,172.03844195756145,552,1.7577335717406062,2761.2013970896382,1,0,Rural,10.601922097878074
2189,April Wilkins,26,Low,365,140,2813,3513.313177415416,1.2489559820175669,926,1.7354125542986767,893.5445677995148,0,0,Rural,58.016656588707704
2190,Mark Reynolds,50,High,83,141,2240,9810.190353770893,4.3795492650762915,224,0.9584335709842642,2292.5550420836707,0,0,Rural,49.70509517688545
2191,Rodney Harrison,38,Medium,133,115,1952,15928.045995790317,6.300144390757771,248,1.742479889557491,2779.462934869658,1,0,Suburban,45.18894092537958
2192,Denise Neal,44,Medium,1,292,100,11105.659197751309,111.0565919775131,210,1.8395657887403136,2400.5623955524534,0,0,Urban,7.552829598875654
2193,Joseph Villarreal,32,Low,365,287,100,64759.30647685907,500.0,916,1.9995719930458995,2881.004402341393,1,0,Rural,27.0
2194,Stacey Ward,70,Low,1,76,3699,64759.30647685907,13.517166801838334,51,1.0235368554044066,4862.091706385791,1,1,Rural,98.98
2195,Joseph Evans,24,Low,365,122,100,64759.30647685907,500.0,881,1.156699950656305,2845.7468929476527,1,3,Urban,27.0
2196,Andrea Rowe,28,Low,365,193,2482,7596.792393697982,2.3631772447827983,951,1.1173251419671653,4271.298351400201,1,5,Urban,52.57270296077545
2197,Rebecca Rodriguez,43,Medium,365,93,3378,18118.12522350362,4.1411544358042605,630,1.7762722806109337,658.6258996266452,1,4,Urban,74.5544098420734
2198,Amy Burke,19,Low,365,200,1707,29495.577629723306,13.341086490602965,663,0.6553044177829497,1624.7211820678842,1,0,Rural,45.52661731972963
2199,Derrick Henry,39,Low,365,326,811,43801.91524108089,41.70038469502992,985,1.5681058335704592,3763.861627910747,1,0,Rural,33.12950599383463
2200,Alfred Poole,28,Medium,29,43,1189,961.7992488987235,0.8089144229593974,72,1.3185997314935454,1800.4638755422482,0,3,Suburban,24.26089962444936
2201,Jennifer King,39,Low,365,237,1869,64759.30647685907,26.75227394328518,865,0.945328268243769,2250.144525231168,1,4,Rural,62.38
2202,Jessica Mitchell,43,Medium,365,41,100,50000.0,500.0,805,0.6469350265127951,1804.576871789203,0,2,Urban,27.0
2203,David Ray,38,Medium,365,176,2144,47262.42571117966,22.044041842900963,686,1.2295067019108095,547.7562208673828,0,1,Rural,66.51121285558983
2204,Julia Wagner DDS,18,Low,110,326,100,64759.30647685907,500.0,436,1.5292503738963772,1595.7320409954395,1,5,Urban,27.0
2205,Sandra Kim,35,Low,365,338,716,64759.30647685907,69.83240223463687,945,0.6977192161872745,1466.0552862739676,1,3,Suburban,39.32
2206,Matthew Edwards,22,Medium,365,321,424,2052.969879669685,4.841910093560577,832,1.354499912747041,1292.1445242072027,0,2,Rural,9.506484939834843
2207,Denise Mitchell,55,High,13,322,100,50000.0,500.0,335,1.162552446484408,207.18472373732223,0,3,Rural,27.0
2208,Denise Burton MD,27,Medium,222,81,735,50000.0,68.02721088435374,303,0.5580148189154047,975.1721568691012,0,1,Urban,39.7
2209,John Perez,27,Low,1,322,100,64759.30647685907,500.0,135,1.066307257804967,1704.1490414460038,1,4,Suburban,27.0
2210,Zachary Sanford MD,35,Medium,346,149,100,64759.30647685907,500.0,495,1.7718828882486306,477.1995671641946,1,4,Urban,27.0
2211,Vanessa Kim,34,Medium,365,100,100,50000.0,500.0,712,1.6013657036547542,1652.3265321602416,0,1,Suburban,27.0
2212,Cynthia Garrett,43,Medium,365,312,100,43180.56635920588,431.80566359205875,971,1.1885620981547507,3669.4542352746457,0,0,Rural,23.590283179602938
2213,Chris Johnson,18,Low,125,224,979,2002.4717279238332,1.5792522945410612,349,1.4645318769799323,3084.5111538999577,1,1,Rural,20.353043998177853
2214,Evan Ward,39,Medium,23,277,814,20650.973582681865,25.369746416071088,300,1.4597441247070764,592.7809843455433,0,1,Rural,26.605486791340937
2215,Joshua Lee,36,Medium,125,46,703,2300.9671320123753,2.527102778470171,171,0.7979336324670269,1242.466796105634,1,3,Suburban,14.948276626632266
2216,Taylor Gordon,50,Medium,365,248,100,500000.0,500.0,869,1.120909907905377,3569.957645882421,0,5,Rural,27.0
2217,Elizabeth Knox,54,Low,307,305,100,5496.6534690986455,42.439100788261264,612,1.8462860982173932,3240.588208984799,1,0,Suburban,4.121955039413064
2218,Timothy Rodriguez,44,High,1,242,3551,64759.30647685907,14.080540692762602,224,1.3490478227616818,3043.7205118254496,1,0,Rural,96.02
2219,Madison Moore,60,Low,360,336,2683,64759.30647685907,18.635855385762206,696,1.9160643296539757,3434.7849135319548,1,1,Urban,78.66
2220,James Walters,59,High,365,228,100,21139.40852005321,163.21521700982942,912,1.8304394961138208,4121.732600996915,1,3,Rural,10.160760850491473
2221,Danielle Barker,67,Medium,365,180,2382,6307.3330791985645,2.6479148107466686,592,0.6546459582787929,1897.5477930991158,0,5,Urban,50.793666539599286
2222,Craig Tucker,44,High,250,145,234,50000.0,213.67521367521368,395,1.081670900724225,499.41986365028947,0,3,Suburban,29.68
2223,Wanda Gonzalez,31,Medium,365,207,1392,42130.6535413041,23.36828151995398,667,1.1689257239226634,4712.113275025815,1,2,Urban,44.10432393788797
2224,Nicholas Howard,40,High,134,273,100,50000.0,500.0,407,1.5832105089478106,2654.0247417944997,0,5,Rural,27.0
2225,Lisa Robertson,32,Low,55,209,907,64759.30647685907,55.12679162072767,264,1.3402699360794117,4420.134260372381,1,4,Urban,43.14
2226,Sheila Jackson,43,Medium,365,171,2423,2201.9927188122215,0.7016657525175778,564,1.78959944535687,323.2755405245298,1,3,Suburban,49.310068059175045
2227,Jordan Martin,51,Medium,365,147,1139,34993.599530453175,23.720984434056323,971,1.1878867195290221,4482.429572246984,1,5,Suburban,36.28910063519508
2228,Jessica Espinoza,18,High,365,102,100,3244.15310914944,25.047775259210795,897,1.492990226355314,1469.9166341535301,1,2,Rural,3.25238876296054
2229,Tyler Wright,23,Medium,365,353,1581,26650.0000059436,16.85641999110917,908,1.7474735288441612,2332.8557044208865,0,2,Suburban,44.9450000029718
2230,William Robinson,61,Low,1,349,100,19467.312631864217,194.67312631864218,245,1.224319577881909,4730.936856824775,0,4,Urban,11.733656315932109
2231,Jack Gates,45,Low,365,251,100,24727.32574755905,190.9171599636807,771,1.8067817431585367,3772.216552386193,1,1,Urban,11.545857998184035
2232,Haley Moreno,53,Medium,365,206,2636,64759.30647685907,18.96813353566009,981,1.0062567096655868,4271.392164698192,1,4,Urban,77.72
2233,Joshua Wilson,59,High,365,73,713,23026.370987190247,32.295050472917595,972,1.9446178838749026,3699.4203721093227,0,1,Rural,25.773185493595122
2234,Shannon Harper,38,High,172,117,100,50000.0,500.0,289,1.4682593366880887,2493.3373242429757,0,5,Urban,27.0
2235,Kathleen Santos,55,Low,82,329,541,50000.0,92.42144177449168,411,0.5026306851037506,817.3780360628596,0,0,Rural,35.82
2236,Jermaine Clark,59,Medium,282,56,2296,7877.527667296751,2.649023851419005,338,1.1171811984815974,3961.679472523805,1,2,Suburban,48.96107938142902
2237,Troy Oliver,19,High,365,223,1707,64759.30647685907,29.291154071470416,911,1.645406275600482,3404.36323873983,1,1,Suburban,59.14
2238,Robert Juarez,21,Medium,190,353,2309,21662.278718575955,9.38167116438976,543,1.2550934884409828,3983.3071398084103,0,1,Urban,57.01113935928798
2239,Bonnie Hayden,21,Medium,1,312,100,6787.578171104632,67.87578171104632,288,0.8185480705367485,1081.9961733001207,0,1,Urban,5.393789085552316
